Time,Motion 1 motion,Motion 2 motion,Motion 3 motion,Motion 4 motion
19:50:26,,,,1
19:50:36,,,1,
19:50:44,,1,,
19:51:05,1,,,
19:51:32,,,,0
19:51:41,,,0,
19:51:47,,0,,
19:52:53,,1,,
19:53:00,,,1,
19:53:06,,,,1
19:54:03,0,,,
19:55:35,,0,,
19:55:42,,,0,
19:55:47,,,,0
19:56:18,,,,1
19:56:26,,,1,
19:56:34,,1,,
19:56:42,1,,,
19:57:25,,,,0
19:57:33,,,0,
19:57:40,,0,,
19:57:52,0,,,
19:57:54,,,,1
20:00:42,,,,0
20:00:56,,,,1
20:01:55,,,,0
20:02:09,,,,1
20:03:10,,,1,
20:03:15,,1,,
20:03:20,1,,,
20:04:12,,,0,
20:04:17,,0,,
20:04:22,0,,,
20:04:24,,,,0
20:05:09,,,,1
20:07:44,,,,
20:07:52,,,,
20:07:55,,,,
20:09:40,,,,
20:09:47,,,,
20:10:18,,,,
20:10:36,,,1,
20:11:21,,1,,
20:12:48,,0,,
20:12:53,,,0,
20:12:58,,,,0
20:15:26,1,,,
20:15:32,,1,,
20:15:37,,,1,
20:15:41,,,,1
20:16:28,0,,,
20:16:33,,0,,
20:16:38,,,0,
20:16:43,,,,0
20:17:54,,,,
20:18:55,,,,
20:21:13,,,,1
20:21:36,,,1,
20:21:40,,1,,
20:21:45,1,,,
20:22:38,,,0,
20:22:43,,0,,
20:22:47,0,,,
20:23:38,,,,0
20:24:25,,,,1
20:25:25,,,,0
20:29:40,,,,
20:29:45,,1,,
20:29:51,,,1,
20:29:55,,,,1
20:30:42,,,,
20:30:48,,0,,
20:30:52,,,0,
20:31:00,,,,0
20:31:33,,,,1
20:31:47,,,1,
20:31:51,,1,,
20:31:57,1,,,
20:33:22,,,,0
20:33:31,,,0,
20:33:40,,0,,
20:33:49,0,,,
20:42:58,,,,1
20:47:03,,,,0
20:47:27,,,,1
20:48:47,,,,0
20:49:50,,,,1
20:50:50,,,,0
20:54:34,,,,1
20:55:33,,,,0
20:59:22,,,,1
20:59:30,,,1,
21:00:15,,1,,
21:00:31,,,,0
21:00:50,,,0,
21:01:25,1,,,
21:02:27,0,,,
21:02:48,,,,
21:03:17,,0,,
21:03:32,,,,1
21:03:33,,,,
21:04:33,,,,0
21:04:55,,,,
21:05:04,1,,,
21:06:00,,,,
21:06:26,,,,
21:07:35,,,,
21:08:44,,,,1
21:09:24,0,,,
21:09:44,,,,0
21:13:37,,,,
21:14:51,,,,
21:17:28,,,,1
21:18:29,,,,
21:20:14,,,,
21:21:13,,,,0
21:24:03,1,,,
21:24:20,,1,,
21:24:24,,,1,
21:24:59,0,,,1
21:25:17,,0,,
21:25:20,,,0,
21:25:25,,,,0
21:25:30,,,,1
21:30:07,,,1,
21:30:15,,,,
21:30:17,,1,,
21:30:22,1,,,
21:30:30,,,,0
21:31:13,,,0,
21:31:19,,0,,
21:31:27,0,,,
21:31:35,,,,
21:31:48,,,,
21:32:10,,,,
21:32:16,,,,
21:32:22,,,,
21:33:10,,,,
21:33:14,,,,
21:33:20,,,,
21:33:26,,,,1
21:33:58,,,,
21:34:06,,,,
21:34:13,,,,
21:34:21,,,,
21:35:11,,,,
21:35:17,,,,
21:35:28,,,,0
21:35:49,1,,,
21:35:50,,1,,
21:35:58,0,,1,
21:36:05,,0,,
21:37:01,,,0,
21:37:08,,,,
21:37:15,,,,1
21:37:47,,,,
21:38:19,,,,0
21:38:45,,,,
21:38:54,,,,1
21:39:01,,,,
21:39:24,,,,
21:39:58,,,,0
21:40:01,,,,
21:43:14,,,,
21:44:48,,,,1
21:44:59,,,,0
21:45:58,1,,,
21:47:15,,1,,
21:47:21,,,1,
21:47:26,,,,1
21:47:31,0,,,
21:48:16,,0,,
21:48:23,,,0,
21:48:26,,,,0
21:48:32,,,,
21:54:26,,,,
21:56:44,,,,
21:58:33,,,,
21:59:32,,,,
22:02:03,,,,
22:03:24,,,,
22:04:26,,,,
22:05:25,,,,1
22:06:41,,,,
22:07:39,,,,
22:07:50,,,,0
22:09:24,,,,1
22:14:05,,,,0
22:15:05,,,,
22:15:47,,,,
22:16:47,,,,
22:22:20,,,,
22:24:08,,,,1
22:28:34,,,,
22:29:35,,,,
22:31:03,,,,
22:32:04,,,,
22:32:10,,,,
22:33:11,,,,
22:38:52,,,,0
22:39:52,,,,1
22:39:57,,,,0
22:40:57,,,,1
22:40:57,,,,0
22:43:45,,,,
22:45:38,,,,
22:46:38,,,,1
22:48:03,,,,0
22:49:03,,,,1
22:50:02,,,,
22:50:15,,,,
22:50:23,,,,0
22:51:19,1,,,
22:55:19,,1,,
22:56:19,,,1,
22:58:03,,,,1
23:00:03,,,,
